stock_code,product_role,evidence_description,evidence_rows_before_cutoff,decision_reason
90059B,merchandise,DIAMANTE HAIR GRIP PACK/2 BLACK DIA,18,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90059C,merchandise,DIAMANTE HAIR GRIP PACK/2 MONTANA,23,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90059D,merchandise,DIAMANTE HAIR GRIP PACK/2 PERIDOT,40,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90059E,merchandise,DIAMANTE HAIR GRIP PACK/2 RUBY,33,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90059F,merchandise,DIAMANTE HAIR GRIP PACK/2 LT ROSE,25,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90060B,merchandise,FIRE POLISHED GLASS NECKL GOLD,5,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90060C,merchandise,FIRE POLISHED GLASS NECKL SILVER,3,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90060D,merchandise,FIRE POLISHED GLASS NECKL BRONZE,9,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90060F,merchandise,FIRE POLISHED GLASS NECKL GREEN,20,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90062,merchandise,CARNIVAL BRACELET,114,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90063A,merchandise,WHITE VINT ART DECO CRYSTAL NECKLAC,13,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90063B,merchandise,BLACK VINT ART DEC CRYSTAL NECKLACE,14,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90064A,merchandise,WHITE VINTAGE CRYSTAL EARRINGS,12,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90064B,merchandise,BLACK VINTAGE  CRYSTAL EARRINGS,12,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90065A,merchandise,WHITE VINTAGE CRYSTAL BRACELET,17,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90065B,merchandise,BLACK VINT ART DEC CRYSTAL BRACELET,18,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90066A,merchandise,PINK VINTAGE VICTORIAN CHOKER,2,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90067A,merchandise,PINK VINTAGE VICTORIAN EARRINGS,16,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90067B,merchandise,BROWN VINTAGE VICTORIAN EARRINGS,6,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90068,merchandise,"RUBY GLASS NECKLACE 42""",2,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90069,merchandise,RUBY GLASS CLUSTER NECKLACE,5,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90070,merchandise,RUBY GLASS CLUSTER BRACELET,35,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90071,merchandise,RUBY GLASS CLUSTER EARRINGS,74,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90072,merchandise,RUBY DROP CHANDELIER EARRINGS,29,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90073,merchandise,VINTAGE ENAMEL & CRYSTAL EARRINGS,35,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90074,merchandise,BLACK DIAMOND CLUSTER NECKLACE,7,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90075,merchandise,MONTANA DIAMOND CLUSTER NECKLACE,8,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90076,merchandise,MONTANA DIAMOND CLUSTER EARRINGS,7,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90077,merchandise,BLACK DIAMOND CLUSTER EARRINGS,6,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90078,merchandise,PINK/WHITE GLASS DEMI CHOKER,5,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90079,merchandise,VINTAGE ENAMEL & CRYSTAL NECKLACE,13,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90080,unresolved,,0,No descriptive positive-purchase evidence before cutoff
90081A,merchandise,LILY BROOCH AMETHYST COLOUR,25,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90081B,merchandise,LILY BROOCH WHITE/SILVER COLOUR,3,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90081C,merchandise,LILY BROOCH OLIVE COLOUR,36,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90082A,merchandise,DIAMANTE BOW BROOCH GREEN COLOUR,30,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90082B,merchandise,DIAMANTE BOW BROOCH RED COLOUR,30,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90082C,merchandise,DIAMANTE BOW BROOCH WHITE COLOUR,3,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90082D,merchandise,DIAMANTE BOW BROOCH BLACK COLOUR,56,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90083,merchandise,CRYSTAL CZECH CROSS PHONE CHARM,13,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90084,merchandise,PINK CRYSTAL GUITAR PHONE CHARM,9,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90085,merchandise,CRYSTAL STILETTO PHONE CHARM,30,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90086,merchandise,CRYSTAL FROG PHONE CHARM,46,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90087,merchandise,CRYSTAL SEA HORSE PHONE CHARM,53,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90088,merchandise,CRYSTAL KEY+LOCK PHONE CHARM,14,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90089,merchandise,PINK CRYSTAL SKULL PHONE CHARM,25,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90090,merchandise,PINK CRYSTAL HEART PHONE CHARM,25,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90091,merchandise,CRYSTAL DRAGONFLY PHONE CHARM,2,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90092,merchandise,BLUE CRYSTAL BOOT PHONE CHARM,12,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90093,merchandise,CLEAR CRYSTAL STAR PHONE CHARM,24,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90094,merchandise,NECKLACE+BRACELET SET FRUIT SALAD,40,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90095,merchandise,NECKLACE+BRACELET SET PINK BLOSSOM,3,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90096,merchandise,NECKLACE+BRACELET SET BLUE BLOSSOM,54,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90097,unresolved,,0,No descriptive positive-purchase evidence before cutoff
90098,merchandise,NECKLACE+BRACELET PINK BUTTERFLY,57,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90099,merchandise,NECKLACE+BRACELET SET BLUE HIBISCUS,27,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90100,merchandise,NECKLACE+BRACELET SET PINK DAISY,12,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90101,merchandise,WHITE FRANGIPANI NECKLACE,29,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90102,merchandise,WHITE FRANGIPANI HAIR CLIP,4,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90103,merchandise,PURPLE FRANGIPANI NECKLACE,29,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90104,merchandise,PURPLE FRANGIPANI HAIRCLIP,53,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90107,unresolved,,0,No descriptive positive-purchase evidence before cutoff
90108,merchandise,BLUE BLOSSOM HAIR CLIP,20,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90109,unresolved,,0,No descriptive positive-purchase evidence before cutoff
90110,unresolved,,0,No descriptive positive-purchase evidence before cutoff
90111,merchandise,BLUE HIBISCUS  HAIR CLIP,7,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90112,merchandise,PINK DOLLY HAIR CLIPS,21,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90114,merchandise,SUMMER DAISIES BAG CHARM,110,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90115,merchandise,SUMMER BUTTERFLIES BAG CHARM,63,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90116,merchandise,FRUIT SALAD BAG CHARM,63,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90117,unresolved,,0,No descriptive positive-purchase evidence before cutoff
90118,merchandise,PINK DAISY BAG CHARM,27,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90119,merchandise,METALIC LEAVES BAG CHARMS,40,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90120A,merchandise,PINK MURANO TWIST BRACELET,42,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90120B,merchandise,BLUE MURANO TWIST BRACELET,42,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90120C,merchandise,GREEN MURANO TWIST BRACELET,57,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90120D,merchandise,WHITE MURANO TWIST BRACELET,40,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90121A,unresolved,,0,No descriptive positive-purchase evidence before cutoff
90121B,merchandise,VINTAGE ROSE BEAD BRACELET BLUE,9,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90122A,merchandise,PINK CRYSTAL+GLASS BRACELET,32,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90122B,merchandise,JADE CRYSTAL+GLASS BRACELET,26,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90122C,merchandise,TURQUOISE CRYSTAL+GLASS BRACELET,29,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90123A,merchandise,PINK HEART OF GLASS BRACELET,20,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90123B,merchandise,TURQUOISE HEART OF GLASS BRACELET,15,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90123C,merchandise,GREEN HEART OF GLASS BRACELET,12,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90123D,merchandise,WHITE HEART OF GLASS BRACELET,14,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90124A,merchandise,PINK MURANO TWIST NECKLACE,20,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90124B,merchandise,BLUE MURANO TWIST NECKLACE,31,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90124C,merchandise,GREEN MURANO TWIST NECKLACE,16,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90125A,merchandise,PINK BERTIE GLASS BEAD BAG CHARM,18,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90125B,merchandise,AQUA BERTIE GLASS BEAD BAG CHARM,16,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90125C,merchandise,TURQUOISE BERTIE GLASS BEAD CHARM,10,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90125D,merchandise,PURPLE BERTIE GLASS BEAD BAG CHARM,36,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90125E,merchandise,AMBER BERTIE GLASS BEAD BAG CHARM,17,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90126A,merchandise,PINK BERTIE MOBILE PHONE CHARM,6,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90126B,merchandise,BLUE BERTIE MOBILE PHONE CHARM,3,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90126C,merchandise,AMBER BERTIE MOBILE PHONE CHARM,5,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90127A,merchandise,PINK BEADS+HAND PHONE CHARM,2,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90127B,merchandise,BLUE BEADS+HAND PHONE CHARM,2,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90128A,merchandise,PINK LEAVES AND BEADS PHONE CHARM,12,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90128B,merchandise,BLUE LEAVES AND BEADS PHONE CHARM,8,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90128C,merchandise,GREEN LEAVES AND BEADS PHONE CHARM,7,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90128D,merchandise,PURPLE LEAVES AND BEADS PHONE CHAR,8,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90129A,merchandise,PINK GLASS TASSLE BAG CHARM,76,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90129B,merchandise,TURQUOISE GLASS TASSLE BAG CHARM,63,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90129C,merchandise,GREEN GLASS TASSLE BAG CHARM,51,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90129D,merchandise,AMBER GLASS TASSLE BAG CHARM,36,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90129E,merchandise,PURPLE GLASS TASSLE BAG CHARM,61,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90129F,merchandise,RED GLASS TASSLE BAG CHARM,44,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90130A,merchandise,WHITE STONE/CRYSTAL EARRINGS,16,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90130B,merchandise,TURQ STONE/CRYSTAL EARRINGS,48,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90130C,merchandise,GREEN STONE/CRYSTAL EARRINGS,24,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90130D,merchandise,RED STONE/CRYSTAL EARRINGS,8,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90131,merchandise,PINK/AMETHYST/GOLD NECKLACE,5,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90132,merchandise,LIGHT TOPAZ TEAL/AQUA COL NECKLACE,8,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90133,merchandise,TEAL/FUSCHIA COL BEAD NECKLACE,35,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90134,merchandise,OLD ROSE COMBO BEAD NECKLACE,94,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90135,merchandise,ORANGE/WHT/FUSCHIA STONES NECKLACE,3,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90135A,merchandise,ORANGE/FUSCHIA STONES NECKLACE,4,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90136,merchandise,PALE PINK/AMETHYST STONE NECKLACE,3,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90137,merchandise,PINK COMBO MINI CRYSTALS NECKLACE,15,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90138,merchandise,WHITE/PINK MINI CRYSTALS NECKLACE,17,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90139,merchandise,FLOWER BROOCH 4 ASSORTED COLOURS,18,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90140,merchandise,PINK SWEETIE NECKLACE,8,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90141A,merchandise,GREEN PENDANT TRIPLE SHELL NECKLACE,18,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90141B,merchandise,IVORY PENDANT TRIPLE SHELL NECKLACE,9,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90141C,merchandise,TURQ PENDANT TRIPLE SHELL NECKLACE,13,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90141D,merchandise,ROSE PENDANT TRIPLE SHELL NECKLACE,5,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90141E,merchandise,ORANGE PENDANT TRIPLE SHELL NECKLAC,5,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90142A,merchandise,GREEN PENDANT SHELL NECKLACE,4,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90142B,merchandise,IVORY PENDANT SHELL NECKLACE,1,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90142C,merchandise,ROSE PINK PENDANT SHELL NECKLACE,1,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90142D,merchandise,MOP PENDANT SHELL NECKLACE,5,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90143,merchandise,SILVER BRACELET W PASTEL FLOWER,44,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90144,merchandise,SILVER DROP EARRINGS WITH FLOWER,33,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90145,merchandise,SILVER HOOP EARRINGS WITH FLOWER,44,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90146,merchandise,FINE SILVER NECKLACE W PASTEL FLOWE,19,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90147,merchandise,CHUNKY SILVER NECKLACE PASTEL FLOWE,61,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90148,merchandise,LONG SILVER NECKLACE PASTEL FLOWER,19,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90149,merchandise,SILVER FLOWR PINK SHELL NECKLACE,8,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90150,merchandise,BLUE SHELL+SILVER NECKLACE,8,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90151,merchandise,SILVER/NATURAL SHELL NECKLACE,11,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90152A,merchandise,SILVER/NAT SHELL NECKLACE W PENDANT,7,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90152B,merchandise,BLUE/GREEN SHELL NECKLACE W PENDANT,6,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90152C,merchandise,BLUE/NAT SHELL NECKLACE W PENDANT,4,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90154,merchandise,LAZER CUT NECKLACE W PASTEL BEADS,7,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90155,merchandise,RESIN NECKLACE W PASTEL BEADS,20,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90156,merchandise,RESIN BRACELET W PASTEL BEADS,14,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90157,merchandise,RIVIERA NECKLACE,25,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90158,merchandise,ST TROPEZ NECKLACE,62,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90159,merchandise,COTE D'AZURE NECKLACE,20,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90160A,merchandise,PURPLE BOUDICCA LARGE BRACELET,24,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90160B,merchandise,RED BOUDICCA LARGE BRACELET,29,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90160C,merchandise,TURQ+RED BOUDICCA LARGE BRACELET,45,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90160D,merchandise,PINK BOUDICCA LARGE BRACELET,25,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90161A,merchandise,ANT COPPER RED BOUDICCA BRACELET,44,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90161B,merchandise,ANT COPPER TURQ BOUDICCA BRACELET,76,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90161C,merchandise,ANT COPPER LIME BOUDICCA BRACELET,97,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90161D,merchandise,ANT COPPER PINK BOUDICCA BRACELET,71,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90162A,merchandise,ANT SILVER TURQUOISE BOUDICCA RING,11,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90162B,merchandise,ANT SILVER LIME GREEN BOUDICCA RING,21,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90162C,merchandise,ANT SILVER FUSCHIA BOUDICCA RING,16,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90162D,merchandise,ANT SILVER PURPLE BOUDICCA RING,16,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90163A,merchandise,PINK ROSEBUD & PEARL NECKLACE,23,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90163B,merchandise,WHITE ROSEBUD & PEARL NECKLACE,8,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90164A,merchandise,PINK ROSEBUD PEARL BRACELET,24,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90164B,merchandise,WHITE  ROSEBUD PEARL BRACELET,34,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90165A,merchandise,PINK ROSEBUD PEARL EARRINGS,27,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90165B,merchandise,WHITE ROSEBUD  PEARL EARRINGS,32,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90166,merchandise,PINK & WHITE ROSEBUD RING,31,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90167,merchandise,BEADED LOVE HEART JEWELLERY SET,112,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90168,merchandise,2 DAISIES HAIR COMB,22,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90169,merchandise,DAISY HAIR COMB,24,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90170,merchandise,DAISY HAIR BAND,67,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90171,merchandise,DAISY RING,27,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90172,unresolved,,0,No descriptive positive-purchase evidence before cutoff
90173,merchandise,PAIR BUTTERFLY HAIR CLIPS,56,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90174,merchandise,BUTTERFLY HAIR BAND,30,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90175A,merchandise,WHITE GLASS CHUNKY CHARM BRACELET,59,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90175B,merchandise,PINK GLASS CHUNKY CHARM BRACELET,28,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90175C,merchandise,BLUE GLASS CHUNKY CHARM BRACELET,22,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90175D,merchandise,TIGRIS EYE CHUNKY CHARM BRACELET,38,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90176A,merchandise,CLASSIC DIAMANTE NECKLACE JET,7,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90176B,merchandise,DIAMANTE NECKLACE BLACK,4,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90176C,merchandise,DIAMANTE NECKLACE,6,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90176D,merchandise,DIAMANTE NECKLACE PURPLE,7,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90176E,merchandise,DIAMANTE NECKLACE GREEN,2,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90177A,merchandise,CLASSIC DIAMANTE EARRINGS JET,13,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90177B,merchandise,DROP DIAMANTE EARRINGS BLACK DIAMON,17,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90177C,merchandise,DROP DIAMANTE EARRINGS CRYSTAL,26,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90177D,merchandise,DROP DIAMANTE EARRINGS PURPLE,26,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90177E,merchandise,DROP DIAMANTE EARRINGS GREEN,23,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90178A,merchandise,AMBER CHUNKY GLASS+BEAD NECKLACE,24,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90178B,merchandise,PURPLE CHUNKY GLASS+BEAD NECKLACE,11,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90179A,merchandise,AMBER FINE BEAD NECKLACE W TASSEL,8,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90179B,merchandise,PURPLE FINE BEAD NECKLACE W TASSEL,7,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90179C,merchandise,BLACK FINE BEAD NECKLACE W TASSEL,16,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90180A,merchandise,BLACK+WHITE NECKLACE W TASSEL,29,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90180B,merchandise,PURPLE AMETHYST NECKLACE W TASSEL,12,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90181A,merchandise,AMBER GLASS/SHELL/PEARL NECKLACE,14,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90181B,merchandise,AMETHYST GLASS/SHELL/PEARL NECKLACE,24,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90181C,merchandise,BLACK GLASS/SHELL/PEARL NECKLACE,5,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90182A,merchandise,AMBER 3 BEAD DROP EARRINGS,8,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90182B,merchandise,AMETHYST 3 BEAD DROP EARRINGS,5,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90182C,merchandise,BLACK 3 BEAD DROP EARRINGS,10,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90183A,merchandise,AMBER DROP EARRINGS W LONG BEADS,28,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90183B,merchandise,AMETHYST DROP EARRINGS W LONG BEADS,23,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
